keys,en,zh,de
MOCK_CONSEQUENCE_REACT_FAIL_1,"The moment you stumble, the team begins passing blame like a hot potato, each person carefully documenting their objections for the inevitable inquiry later. One apologizes to you privately but is already drafting his explanation to Gloria.",當你失足的那一刻，團隊開始像傳燙手山芋一樣傳遞責備，每個人都仔細記錄他們的反對意見，以備稍後不可避免的調查。One 私下向你道歉，但已經在起草他對 Gloria 的解釋。,"In dem Moment, in dem Sie stolpern, fängt das Team an, die Schuld wie eine heiße Kartoffel zu verteilen, und jede Person dokumentiert sorgfältig ihre Einwände für die unvermeidliche Untersuchung später. Einer entschuldigt sich privat bei Ihnen, bereitet aber bereits seine Erklärung gegenüber Gloria vor."
MOCK_CONSEQUENCE_REACT_FAIL_2,Logic flickers out completely as positive slogans rain down like confetti from Gloria's social media network. The comments section becomes a tribunal. Your mistakes are now immortalized in multiple mediums.,邏輯完全閃爍，積極的口號像五彩紙屑一樣從 Gloria 的社交媒體網絡中傾瀉而下。評論區變成了法庭。你的錯誤現在已經在多種媒介中永垂不朽。,"Die Logik gerät völlig ins Wanken, als aus Glorias Social-Media-Netzwerk positive Slogans wie Konfetti niederprasseln. Der Kommentarbereich wird zu einem Tribunal. Ihre Fehler sind jetzt in mehreren Medien verewigt."
MOCK_CONSEQUENCE_REACT_FAIL_3,"The failure triggers a chain reaction of team recriminations, with each member blaming the specific decision they opposed most vocally, thereby absolving themselves of responsibility while reinforcing their personal narrative of prescience.",失敗引發了一連串的團隊指責，每個成員都指責他們最強烈反對的特定決定，從而免除自己的責任，同時加強他們個人的先見之明敘事。,"Das Scheitern löst eine Kettenreaktion von Schuldzuweisungen im Team aus, wobei jedes Mitglied die spezifische Entscheidung verantwortlich macht, gegen die es am lautesten war, und sich so von der Verantwortung entbindet, während es gleichzeitig seine persönliche Erzählung von Vorwissen stärkt."
MOCK_CONSEQUENCE_REACT_FAIL_4,The failure is so photogenic that Teacher Chan photographs it for a lesson module on adversity. By morning it appears in seventeen motivational decks and you are cited as an anonymous resilience case study whose name has been respectfully omitted.,失敗看起來如此上鏡，以至於陳老師為一個關於逆境的課程模組拍攝了它。到早上，它出現在十七個激勵演示文稿中，你被引用為「一個已尊重省略姓名的匿名韌性案例研究」。,"Der Misserfolg ist so fotogen, dass Lehrer Chan ihn für ein Unterrichtsmodul über Widrigkeiten fotografiert. Am Morgen erscheint es in siebzehn Motivationsdecks und Sie werden als anonyme Resilienz-Fallstudie zitiert, deren Name respektvoll weggelassen wurde."
MOCK_CONSEQUENCE_REACT_FAIL_5,Donkey reframes your failure as calculated risk-taking and pitches the story to three separate media outlets before you learn it happened. None of them contact you for comment. Your humiliation is currently being formatted as inspirational content.,Donkey 在你知情之前就將你的失敗重新定義為有計算的冒險，並向三家不同的媒體推銷這個故事。沒有一家聯繫你徵求評論。你的羞辱目前正在被格式化為激勵內容。,"Donkey definiert Ihr Versagen als kalkulierte Risikobereitschaft und präsentiert die Geschichte drei verschiedenen Medien, bevor Sie erfahren, dass es passiert ist. Keiner von ihnen kontaktiert Sie für einen Kommentar. Ihre Demütigung wird derzeit als inspirierender Inhalt formatiert."
MOCK_CONSEQUENCE_SABOTAGE_1,"Donkey hijacks the conversation to advertise his heroic memoir, 'Donkey: A Story of Impossible Choices,' with a self-published link he pulls from his pocket. He has copies. He is selling them.",Donkey 劫持了對話來宣傳他的英雄回憶錄《Donkey：不可能的選擇的故事》，並從口袋裡掏出自出版的鏈接。他有副本。他在賣。,"Donkey missbraucht das Gespräch, um für seine heroischen Memoiren „Donkey: A Story of Impossible Choices“ zu werben, mit einem selbstveröffentlichten Link, den er aus seiner Tasche zieht. Er hat Kopien. Er verkauft sie."
MOCK_CONSEQUENCE_SABOTAGE_2,"ARK issues seventeen alternate flow charts showing how the situation should have been handled and demands signatures in triplicate, including notarization, on each one. He has been preparing these charts since before the mission began.",ARK 發布了十七個備用流程圖，顯示應該如何處理這種情況，並要求在每個流程圖上一式三份簽名，包括公證。他在任務開始之前就一直在準備這些圖表。,"ARK veröffentlicht siebzehn alternative Flussdiagramme, die zeigen, wie mit der Situation hätte umgegangen werden sollen, und verlangt für jedes Diagramm Unterschriften in dreifacher Ausfertigung, einschließlich einer notariellen Beglaubigung. Er hat diese Karten bereits vor Beginn der Mission erstellt."
MOCK_CONSEQUENCE_SABOTAGE_3,Gloria claims your concern about the complications wounded her aura deeply and asks the crowd to form a spontaneous comfort circle around her while she processes the emotional injury. Your problem is now secondary to her recovery.,Gloria 聲稱你對併發症的擔憂深深傷害了她的光環，並要求人群在她處理情緒傷害時在她周圍形成一個自發的安慰圈。你的問題現在對她的康復來說是次要的。,"Gloria behauptet, Ihre Besorgnis über die Komplikationen habe ihre Aura zutiefst verletzt und bittet die Menge, spontan einen Trostkreis um sie zu bilden, während sie die emotionale Verletzung verarbeitet. Ihr Problem ist jetzt zweitrangig gegenüber ihrer Genesung."
MOCK_CONSEQUENCE_SABOTAGE_4,"One messages you privately with genuine support and validation, telling you your instincts were correct. He then tells the group he has no particular opinion, allowing your argument to die under the weight of collective silence.",One 私下給你發消息，表示真誠的支持和認可，告訴你你的直覺是正確的。然後他告訴小組他沒有特別的意見，讓你的論點在集體沉默的重壓下死去。,"Einer sendet Ihnen eine private Nachricht mit echter Unterstützung und Bestätigung und sagt Ihnen, dass Ihre Instinkte richtig waren. Dann teilt er der Gruppe mit, dass er keine bestimmte Meinung hat, und lässt Ihre Argumentation unter der Last des kollektiven Schweigens ersticken."
MOCK_CONSEQUENCE_SABOTAGE_5,Teacher Chan distributes a structured reflection worksheet inviting everyone to articulate what the setback has taught them about growth. The mandatory forty-minute debrief suspends all recovery work while conditions deteriorate at the standard rate.,陳老師分發了一份結構化的反思工作表，邀請所有人闡明這次挫折教會了他們關於成長的什麼。強制性的四十分鐘匯報暫停了所有恢復工作，同時條件以標準速度惡化。,"Lehrer Chan verteilt ein strukturiertes Reflexionsarbeitsblatt, in dem alle aufgefordert werden, zu formulieren, was sie durch den Rückschlag über Wachstum gelernt haben. Die obligatorische 40-minütige Nachbesprechung unterbricht alle Wiederherstellungsarbeiten, während sich die Bedingungen normal verschlechtern."
MOCK_CONSEQUENCE_SABOTAGE_6,"Gloria live-streams a prayer circle for the team's collective healing journey, accumulating four thousand supportive comments from people who are unaware the mission is still incomplete and currently generating thick black smoke.",Gloria 直播了一個為團隊集體療癒旅程的祈禱圈，積累了四千條來自不知道任務仍未完成、目前正在產生濃黑煙霧的人的支持評論。,"Gloria überträgt live einen Gebetskreis für die gemeinsame Heilungsreise des Teams und sammelt dabei viertausend unterstützende Kommentare von Menschen, die nicht wissen, dass die Mission noch unvollständig ist und derzeit dicken schwarzen Rauch erzeugt."
MOCK_CONSEQUENCE_NUDGE_1,You must now decide whether to keep arguing against an increasingly hostile consensus or start drafting a public apology for decisions you know were correct. Neither option improves the situation.,你現在必須決定是繼續反對越來越敵對的共識，還是開始為你知道是正確的決定起草公開道歉。兩種選擇都不能改善情況。,"Sie müssen sich nun entscheiden, ob Sie weiterhin gegen einen zunehmend feindseligen Konsens argumentieren oder eine öffentliche Entschuldigung für Entscheidungen verfassen möchten, von denen Sie wissen, dass sie richtig waren. Keine der beiden Optionen verbessert die Situation."
MOCK_CONSEQUENCE_NUDGE_2,"Perhaps the wisest move is to smile through the pain, nod at Gloria's explanation, and quietly record the latest entropy spike in your personal journal, the one nobody else will ever see.",也許最明智的做法是微笑著忍受痛苦，對 Gloria 的解釋點頭，並悄悄地在你的個人日記中記錄最新的熵值峰值，那個沒有人會看到的日記。,"Der vielleicht klügste Schachzug besteht darin, trotz des Schmerzes zu lächeln, bei Glorias Erklärung zu nicken und in aller Stille den neuesten Entropieanstieg in Ihrem persönlichen Tagebuch aufzuzeichnen, den niemand sonst jemals sehen wird."
MOCK_CONSEQUENCE_NUDGE_3,"Staying on site any longer drains what little remains of your sanity meter, but leaving implies guilt. You are trapped in a cage of social obligation and workplace politics.",繼續留在現場會耗盡你剩下的理智，但離開意味著有罪。你被困在社交義務和職場政治的牢籠中。,"Wenn Sie länger vor Ort bleiben, entleert sich der Rest Ihrer geistigen Gesundheit, aber das Verlassen bringt Schuldgefühle mit sich. Sie sind in einem Käfig aus sozialen Verpflichtungen und Arbeitsplatzpolitik gefangen."
MOCK_CONSEQUENCE_NUDGE_4,At some point the question of whether being correct matters more than being functional will require a concrete answer. Current evidence suggests these states are mutually exclusive in your environment.,在某個時刻，正確是否比有效更重要的問題將需要一個具體的答案。目前的證據表明，在你的環境中，這些狀態是相互排斥的。,"Irgendwann bedarf die Frage, ob es wichtiger ist, richtig zu sein als funktional zu sein, einer konkreten Antwort. Aktuelle Erkenntnisse deuten darauf hin, dass sich diese Zustände in Ihrer Umgebung gegenseitig ausschließen."
MOCK_CONSEQUENCE_NUDGE_5,Your instincts are sound. Your evidence is solid. Your teammates are deeply committed to a completely different plan. Consider carefully how much consensus is worth before raising your hand.,你的直覺是合理的。你的證據是可靠的。你的隊友深深地致力於一個完全不同的計劃。在舉手之前，仔細考慮共識值多少。,"Deine Instinkte sind gesund. Ihre Beweise sind solide. Ihre Teamkollegen sind zutiefst einem völlig anderen Plan verpflichtet. Überlegen Sie sorgfältig, wie viel Konsens wert ist, bevor Sie Ihre Hand heben."
MOCK_CONSEQUENCE_TEAMMATE_LABEL,Teammate follow-up:,隊友跟進：,Follow-up für Teamkollegen:
MOCK_PRAYER_BACKLASH_1,The universe loops your prayer into a twelve hour wellness broadcast that plays on repeat through the PA system. Everyone is trapped. Nobody can escape. All must listen to your words eternally.,宇宙將你的祈禱循環播放成十二小時的健康廣播，通過 PA 系統不斷重複播放。每個人都被困住了。沒有人能逃脫。所有人都必須永遠聽你的話。,"Das Universum wandelt Ihr Gebet in eine zwölfstündige Wellness-Übertragung um, die über das PA-System wiederholt abgespielt wird. Jeder ist gefangen. Niemand kann entkommen. Alle müssen ewig auf deine Worte hören."
MOCK_PRAYER_BACKLASH_2,Positive energy boils the drinking water into motivational tea that tastes of artificial sweetness and regret. Consumption is mandatory. Hydration is now a political statement.,正能量將飲用水煮成帶有人工甜味和遺憾味道的激勵茶。消費是強制性的。水分補充現在是一種政治聲明。,"Positive Energie kocht das Trinkwasser zu motivierendem Tee, der nach künstlicher Süße und Bedauern schmeckt. Der Verzehr ist Pflicht. Flüssigkeitszufuhr ist mittlerweile ein politisches Statement."
MOCK_PRAYER_BACKLASH_3,"A corporate sponsor remixes your words into a pop anthem about compliance and mandatory joy, complete with a music video. It gets 47 million views. You cannot escape it. It plays in every elevator.",企業贊助商將你的話混音成關於順從和強制快樂的流行頌歌，並配有音樂視頻。它獲得了 4700 萬次觀看。你無法逃脫它。它在每個電梯裡播放。,"Ein Firmensponsor remixt Ihre Worte zu einer Pop-Hymne über Compliance und Pflichtfreude, komplett mit einem Musikvideo. Es erhält 47 Millionen Aufrufe. Du kannst dem nicht entkommen. Es spielt in jedem Aufzug."
MOCK_PRAYER_BACKLASH_4,"Gloria schedules you to share more affirmations at tomorrow's stand-up meeting, already promoting you to the staff as 'our resident positivity expert.' You have become a brand. Your authenticity is now product.",Gloria 安排你在明天的站立會議上分享更多肯定，已經向員工宣傳你為「我們的常駐積極性專家」。你已經成為一個品牌。你的真實性現在是產品。,"Gloria plant, dass Sie beim morgigen Stand-up-Meeting weitere Affirmationen abgeben und Sie dem Personal bereits als „unseren ansässigen Positivitätsexperten“ vorstellen. Du bist zu einer Marke geworden. Ihre Authentizität ist jetzt Produkt."
